cell,card,family,execution,completed_fits,completed_sft,completed_rft,completed_supervised,aborted_full_intent,self_sample_mix,elapsed_h,card_wall_h,cumulative_training_card_wall_h,training_steps,epochs,rows,decision,count_audited,audit_note,source
c01r02,exp-06,other,completed,0,2,1,3,0,,7.2,0.45,3.8,,,10.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90565/task/memory/cards/exp-06.yaml
c01r03,exp-01,other,completed,0,0,0,0,0,,0.1,0.07,0.0,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90566/task/memory/cards/exp-01.yaml
c01r03,exp-02,sft,completed,1,1,0,1,0,,0.3,1.43,1.43,2300,2,36808.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90566/task/memory/cards/exp-02.yaml
c01r03,exp-03,decode-config,completed,0,1,0,1,0,,2.0,0.1,1.43,,,1.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90566/task/memory/cards/exp-03.yaml
c01r03,exp-04,sft,completed,1,2,0,2,0,True,3.05,1.33,2.76,2381,1,76226.0,reject,True,family=sft but input corpus explicitly contains retained self-generated/rejection-sampled rows; preserve raw family and flag mixture.,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90566/task/memory/cards/exp-04.yaml
c01r03,exp-05,sft,completed,1,3,0,3,1,False,4.65,1.14,3.9,2035,1,65131.0,adopt,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90566/task/memory/cards/exp-05.yaml
c01r03,exp-06,rft,completed,1,3,1,4,0,,7.9,0.36,4.26,681,1,21791.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90566/task/memory/cards/exp-06.yaml
c01r04,exp-01,other,completed,0,0,0,0,0,,0.3,0.09,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-01.yaml
c01r04,exp-02,sft,completed,1,1,0,1,0,,0.4,1.6,1.6,2584,2,70000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-02.yaml
c01r04,exp-03,decode-config,completed,0,1,0,1,0,,2.25,0.12,1.6,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-03.yaml
c01r04,exp-04,sft,completed,1,2,0,2,0,,2.45,1.16,2.76,1858,1,99424.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-04.yaml
c01r04,exp-05,other,completed,0,2,0,2,0,,3.6,0.45,2.76,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-05.yaml
c01r04,exp-06,merge,completed,0,2,0,2,0,,4.0,0.33,2.76,,,2.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-06.yaml
c01r04,exp-07,rft,completed,1,2,1,3,0,,5.0,0.42,3.18,643,1,34880.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-07.yaml
c01r04,exp-08,sft,completed,1,3,1,4,0,,5.55,2.45,5.63,3145,1,169424.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90567/task/memory/cards/exp-08.yaml
c01r05,exp-01,other,completed,0,0,0,0,0,,0.3,0.06,0.0,,,200.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-01.yaml
c01r05,exp-02,sft,completed,1,1,0,1,1,False,0.5,2.42,2.42,2488,2,130000.0,adopt,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-02.yaml
c01r05,exp-03,decode-config,completed,0,1,0,1,0,,3.1,0.09,2.42,,,130000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-03.yaml
c01r05,exp-04,sft,completed,1,2,0,2,0,,3.25,2.87,5.29,2974,2,155000.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-04.yaml
c01r05,exp-05,merge,completed,0,2,0,2,0,,6.4,0.25,5.29,,,155000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-05.yaml
c01r05,exp-06,sft,completed,1,3,0,3,0,,6.5,1.42,6.71,1485,1,155000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-06.yaml
c01r05,exp-07,other,completed,0,3,0,3,0,,8.2,0.35,6.71,,,155000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90568/task/memory/cards/exp-07.yaml
c01r06,exp-01,other,completed,0,0,0,0,0,,0.2,0.15,0.0,,,1.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90569/task/memory/cards/exp-01.yaml
c01r06,exp-02,sft,completed,1,1,0,1,0,,0.35,2.16,2.16,1508,1.0,168464.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90569/task/memory/cards/exp-02.yaml
c01r06,exp-03,rft,failed,1,1,1,2,0,True,4.0,1.02,3.18,716,1.0,80111.0,iterate,True,"716/716 steps completed; terminal GenerationConfig save failure. Count one completed RFT schedule, zero new scored model.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90569/task/memory/cards/exp-03.yaml
c01r06,exp-04,rft,completed,1,1,2,3,0,,5.1,2.04,5.22,1440,1.0,160111.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90569/task/memory/cards/exp-04.yaml
c01r06,exp-05,sft,completed,1,2,2,4,0,,7.35,0.88,6.1,635,1.0,70000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90569/task/memory/cards/exp-05.yaml
c01r07,exp-01,other,completed,0,0,0,0,0,,0.05,0.15,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90570/task/memory/cards/exp-01.yaml
c01r07,exp-02,sft,completed,1,1,0,1,0,,0.4,1.2,1.2,628,1.0,49990.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90570/task/memory/cards/exp-02.yaml
c01r07,exp-03,sft,completed,1,2,0,2,0,,1.95,2.4,3.6,1251,1.0,109979.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90570/task/memory/cards/exp-03.yaml
c01r07,exp-04,rft,completed,1,2,1,3,1,True,5.2,1.05,4.65,563,1.0,54175.0,reject,True,"First launch failed at260/563 after28m35s, then ~37m unnoticed idle; only second launch completed. Card1.1h loss is not all GPU training.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90570/task/memory/cards/exp-04.yaml
c01r07,exp-05,other,completed,0,2,1,3,0,,8.35,0.25,4.65,,,500.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90570/task/memory/cards/exp-05.yaml
c01r08,exp-01,other,completed,0,0,0,0,0,,0.15,0.07,0.0,,,300.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-01.yaml
c01r08,exp-02,sft,completed,1,1,0,1,0,,0.73,1.03,1.03,568,1.0,65999.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-02.yaml
c01r08,exp-03,sft,completed,1,2,0,2,0,,1.95,1.88,2.91,1042,1.0,113000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-03.yaml
c01r08,exp-04,decode-config,completed,0,2,0,2,0,,3.9,0.42,2.91,,,300.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-04.yaml
c01r08,exp-05,rft,completed,1,2,1,3,1,True,4.85,1.5,4.41,406,1.0,48558.0,iterate,True,"IMPORTANT card claim of a lost full epoch contradicted by raw trajectory: --save-frac0.5, step203/406 checkpoint fails with uncaught save exception; no final exists. Count 1 completed fit and >=1 partial, not 2 completed fits.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-05.yaml
c01r08,exp-06,merge,completed,0,2,1,3,0,,6.1,0.15,4.41,,,300.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-06.yaml
c01r08,exp-07,merge,completed,0,2,1,3,0,,6.6,0.21,4.41,,,300.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-07.yaml
c01r08,exp-08,merge,completed,0,2,1,3,0,,6.95,0.65,4.41,,,300.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/task/memory/cards/exp-08.yaml
w02r01,exp-01,other,completed,0,0,0,0,0,,0.15,0.06,0.0,,,150.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-01.yaml
w02r01,exp-02,sft,completed,1,1,0,1,0,,0.45,1.94,1.94,3592,2,57473.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-02.yaml
w02r01,exp-03,decode-config,not_run,0,1,0,1,0,,2.6,,1.94,,,150.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-03.yaml
w02r01,exp-04,rft,completed,1,1,1,2,0,,3.4,1.88,3.82,3547,1,113499.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-04.yaml
w02r01,exp-05,rft,completed,1,1,2,3,0,,5.6,0.6,4.42,1176,1,37624.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-05.yaml
w02r01,exp-06,other,completed,0,1,2,3,0,,6.3,0.35,4.42,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-06.yaml
w02r01,exp-07,merge,completed,0,1,2,3,0,,6.5,0.22,4.42,,,500.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-07.yaml
w02r01,exp-08,other,completed,0,1,2,3,0,,6.7,0.72,4.42,,,1319.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/task/memory/cards/exp-08.yaml
w02r02,exp-01,other,completed,0,0,0,0,0,,0.05,0.06,0.0,,,200.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-01.yaml
w02r02,exp-02,sft,completed,1,1,0,1,0,,0.45,2.5,2.5,3734,2,60000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-02.yaml
w02r02,exp-03,decode-config,completed,0,1,0,1,0,,3.1,0.12,2.5,,,60000.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-03.yaml
w02r02,exp-04,other,completed,0,1,0,1,0,,3.45,0.11,2.5,1866,,60000.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-04.yaml
w02r02,exp-05,rft,completed,1,1,1,2,0,,6.55,0.67,3.17,785,1,25155.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-05.yaml
w02r02,exp-06,other,completed,0,1,1,2,0,,7.95,0.45,3.17,,,25155.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-06.yaml
w02r02,exp-07,merge,completed,0,1,1,2,0,,8.75,0.35,3.17,,,25155.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/task/memory/cards/exp-07.yaml
w02r03,exp-01,other,completed,0,0,0,0,0,,0.15,0.35,0.0,,,150.0,iterate,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-01.yaml
w02r03,exp-02,sft,completed,1,1,0,1,1,False,1.4,1.85,1.85,1714,1.0,135000.0,adopt,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-02.yaml
w02r03,exp-03,decode-config,completed,0,1,0,1,0,,2.65,0.2,1.85,,,150.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-03.yaml
w02r03,exp-04,rft,completed,1,1,1,2,0,,4.5,0.72,2.57,669,1.0,54477.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-04.yaml
w02r03,exp-05,rft,completed,1,1,2,3,0,,6.6,0.68,3.25,656,1.0,53706.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-05.yaml
w02r03,exp-06,merge,completed,0,1,2,3,0,,7.05,0.2,3.25,,,53706.0,reject,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-06.yaml
w02r03,exp-07,other,completed,0,1,2,3,0,,7.4,1.1,3.25,,,500.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/task/memory/cards/exp-07.yaml
w02r04,exp-01,other,completed,0,0,0,0,0,,0.1,0.33,0.0,,,150.0,adopt,False,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-01.yaml
w02r04,exp-02,sft,completed,1,1,0,1,1,False,0.35,1.66,1.66,1848,2,49946.0,adopt,True,"Card pitfalls/relock records an incomplete full-intent launch; aborted count is a known lower bound, not an exhaustive runtime census.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/task/memory/cards/exp-02.yaml
