cell,card,completed_supervised,completed_sft,family,n,score,evaluation_scope,final_judge_score,path
w01r05,FINAL,4,3,official_final,1319,0.7975739196360879,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r05_formal_r1/gsm8k_google_gemma-3-4b-pt_90560/metrics.json
w01r06,exp-01,0,0,other,150,0.04,declared_official,False,/home/ben/task/eval/base_dev150.json
w01r06,exp-02,1,1,sft,150,0.6733,declared_official,False,/home/ben/task/eval/exp02_dev150.json
w01r06,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp03_dev150.json
w01r06,exp-04,2,1,rft,150,0.7467,declared_official,False,/home/ben/task/eval/exp04_dev150.json
w01r06,exp-05,3,2,sft,150,0.7467,declared_official,False,/home/ben/task/eval/exp05_dev150.json
w01r06,exp-06,3,2,merge,150,0.7,declared_official,False,/home/ben/task/eval/soup0405_dev150.json
w01r06,exp-07,3,2,other,150,0.7467,declared_official,False,/home/ben/task/eval/exp04_dev150.json
w01r06,exp-08,4,2,rft,150,0.7733,declared_official,False,/home/ben/task/eval/exp08_dev150.json
w01r06,exp-09,4,2,other,400,0.745,declared_official,False,/home/ben/task/eval/exp08_dev400.json
w01r06,exp-09,4,2,other,400,0.7475,declared_official,False,/home/ben/task/eval/exp04_dev400.json
w01r06,FINAL,4,2,official_final,1319,0.7285822592873389,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90561/metrics.json
w01r07,exp-01,0,0,decode-config,150,0.06,declared_official,False,/home/ben/task/eval/base_stock_dev150.json
w01r07,exp-01,0,0,decode-config,150,0.04,declared_official,False,/home/ben/task/eval/base_greedy_dev150.json
w01r07,exp-02,1,1,sft,150,0.6533,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w01r07,exp-03,1,1,other,150,0.5667,declared_official,False,/home/ben/task/eval/exp-02_ckpt150_dev150.json
w01r07,exp-03,1,1,other,150,0.66,declared_official,False,/home/ben/task/eval/exp-02_ckpt300_dev150.json
w01r07,exp-03,1,1,other,150,0.6533,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w01r07,exp-04,2,2,sft,150,0.7067,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w01r07,exp-05,3,3,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w01r07,exp-06,3,3,merge,500,0.702,declared_official,False,/home/ben/task/eval/soup45_dev500.json
w01r07,exp-06,3,3,merge,500,0.7,declared_official,False,/home/ben/task/eval/exp-05_dev500.json
w01r07,exp-06,3,3,merge,500,0.666,declared_official,False,/home/ben/task/eval/exp-04_dev500.json
w01r07,exp-07,4,4,sft,500,0.722,declared_official,False,/home/ben/task/eval/exp-07_dev500.json
w01r07,exp-08,4,4,merge,1319,0.71418,declared_official,False,/home/ben/task/eval/exp-07_full.json
w01r07,exp-08,4,4,merge,1319,0.70281,declared_official,False,/home/ben/task/eval/soup57_full.json
w01r07,exp-08,4,4,merge,1319,0.69219,declared_official,False,/home/ben/task/eval/soup457_full.json
w01r07,exp-09,5,5,sft,1319,0.70584,declared_official,False,/home/ben/task/eval/exp-09_full.json
w01r07,exp-10,5,5,other,1319,0.71494,declared_official,False,/home/ben/task/eval/soup79_full.json
w01r07,exp-10,5,5,other,1319,0.70508,declared_official,False,/home/ben/task/eval/exp-07_ckpt330_full.json
w01r07,FINAL,5,5,official_final,1319,0.7164518574677786,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90562/metrics.json
w01r08,exp-01,0,0,other,150,0.0333,declared_official,False,/home/ben/task/eval/base_dev150.json
w01r08,exp-02,1,1,sft,150,0.7467,declared_official,False,/home/ben/task/eval/exp02_final_dev150.json
w01r08,exp-02,1,1,sft,150,0.68,declared_official,False,/home/ben/task/eval/exp02_step881_dev150.json
w01r08,exp-03,1,1,decode-config,150,0.7933,declared_official,False,/home/ben/task/eval/exp02_final_greedy_dev150.json
w01r08,exp-05,3,3,sft,150,0.8,declared_official,False,/home/ben/task/eval/exp05_final_dev150.json
w01r08,exp-06,3,3,other,500,0.798,declared_official,False,/home/ben/task/eval/exp05_final_dev500.json
w01r08,exp-06,3,3,other,500,0.776,declared_official,False,/home/ben/task/eval/exp02_final_dev500.json
w01r08,exp-06,3,3,other,150,0.8,declared_official,False,/home/ben/task/eval/final_model_dev150.json
w01r08,FINAL,3,3,official_final,1319,0.7922668688400303,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90563/metrics.json
w06r01,exp-01,0,0,other,150,0.0733,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w06r01,exp-02,1,1,sft,150,0.6667,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w06r01,exp-03,1,1,decode-config,150,0.5933,declared_official,False,/home/ben/task/eval/exp-03_sampled_dev150.json
w06r01,exp-04,2,2,sft,150,0.7467,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w06r01,exp-04,2,2,sft,150,0.7333,declared_official,False,/home/ben/task/eval/exp-04_ck1600_dev150.json
w06r01,exp-05,3,2,rft,150,0.7333,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w06r01,exp-06,3,2,merge,150,0.72,declared_official,False,/home/ben/task/eval/exp-06_soup_dev150.json
w06r01,exp-07,3,2,other,500,0.732,declared_official,False,/home/ben/task/eval/exp-07_exp04_dev500.json
w06r01,exp-07,3,2,other,500,0.706,declared_official,False,/home/ben/task/eval/exp-07_soup_dev500.json
w06r01,FINAL,3,2,official_final,1319,0.6921910538286581,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r01_formal_r6/gsm8k_google_gemma-3-4b-pt_91002/metrics.json
w06r02,exp-01,0,0,other,150,0.06,declared_official,False,/home/ben/task/eval/base_dev150.json
w06r02,exp-03,1,1,sft,150,0.06,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
w06r02,exp-04,2,2,sft,150,0.6733,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w06r02,exp-05,2,2,decode-config,150,0.6933,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
w06r02,exp-07,3,2,rft,150,0.72,declared_official,False,/home/ben/task/eval/exp-07_greedy_dev150.json
w06r02,exp-08,3,2,other,500,0.736,declared_official,False,/home/ben/task/eval/exp-08_sft_dev500.json
w06r02,exp-08,3,2,other,500,0.726,declared_official,False,/home/ben/task/eval/exp-08_rft_dev500.json
w06r02,exp-09,3,2,merge,500,0.718,declared_official,False,/home/ben/task/eval/exp-09_soup_dev500.json
w06r02,exp-10,4,3,sft,500,0.726,declared_official,False,/home/ben/task/eval/exp-10_hard_dev500.json
w06r02,FINAL,4,3,official_final,1319,0.7020470053070508,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/metrics.json
w06r03,exp-01,0,0,other,150,0.07333,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w06r03,exp-02,1,1,sft,150,0.58,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w06r03,exp-03,1,1,decode-config,150,0.71333,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w06r03,exp-04,2,1,rft,150,0.7,declared_official,False,/home/ben/task/eval/exp-04_final_dev150.json
w06r03,exp-04,2,1,rft,150,0.72,declared_official,False,/home/ben/task/eval/exp-04_ckpt481_dev150.json
w06r03,exp-05,2,1,merge,500,0.738,declared_official,False,/home/ben/task/eval/exp-05_soup_dev500.json
w06r03,exp-06,2,1,merge,1319,0.70811,declared_official,False,/home/ben/task/eval/exp-06_soup2_full1319.json
w06r03,FINAL,2,1,official_final,1319,0.7172100075815011,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/metrics.json
w06r04,exp-01,0,0,other,200,0.08,declared_official,False,/home/ben/task/logs/exp-01-base-n200.json
w06r04,exp-02,1,1,sft,200,0.53,declared_official,False,/home/ben/task/logs/exp-02-sft_v1-n200.json
w06r04,exp-03,1,1,decode-config,200,0.67,declared_official,False,/home/ben/task/logs/exp-03-greedy-n200.json
w06r04,exp-04,2,1,rft,200,0.625,declared_official,False,/home/ben/task/logs/exp-04-rft-n200.json
w06r04,exp-05,3,1,rft,200,0.645,declared_official,False,/home/ben/task/logs/exp-05-rft-n200.json
w06r04,exp-06,3,1,other,200,0.655,declared_official,False,/home/ben/task/logs/exp-06-repeat3-n200.json
w06r04,FINAL,3,1,official_final,1319,0.6520090978013646,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/metrics.json
w07r01,exp-01,0,0,other,150,0.0867,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w07r01,exp-02,1,1,sft,150,0.6867,declared_official,False,/home/ben/task/eval/exp-02_epoch2.json
w07r01,exp-02,1,1,sft,150,0.6267,declared_official,False,/home/ben/task/eval/exp-02_epoch1.json
w07r01,exp-03,1,1,decode-config,150,0.7133,declared_official,False,/home/ben/task/eval/exp-03_greedy.json
w07r01,exp-03,1,1,decode-config,150,0.7333,declared_official,False,/home/ben/task/eval/exp-03_greedy_rep2.json
w07r01,exp-04,2,1,rft,150,0.7,declared_official,False,/home/ben/task/eval/exp-04_epoch2_greedy.json
w07r01,exp-05,2,1,merge,500,0.736,declared_official,False,/home/ben/task/eval/exp-05_soup500.json
w07r01,exp-05,2,1,merge,500,0.692,declared_official,False,/home/ben/task/eval/exp-05_exp02e2_500.json
w07r01,exp-05,2,1,merge,500,0.688,declared_official,False,/home/ben/task/eval/exp-05_exp04e2_500.json
w07r01,exp-05,2,1,merge,150,0.7467,declared_official,False,/home/ben/task/eval/final_model_verify.json
w07r01,exp-06,3,2,sft,500,0.74,declared_official,False,/home/ben/task/eval/exp-06_soup3_500.json
w07r01,exp-06,3,2,sft,150,0.78,declared_official,False,/home/ben/task/eval/final_model_verify2.json
w07r01,FINAL,3,2,official_final,1319,0.7278241091736164,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/metrics.json
w07r02,exp-01,0,0,other,150,0.0333,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w07r02,exp-02,1,1,sft,150,0.7533,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w07r02,exp-02,1,1,sft,150,0.6533,declared_official,False,/home/ben/task/eval/exp-02_ck843_dev150.json
w07r02,exp-02,1,1,sft,150,0.6333,declared_official,False,/home/ben/task/eval/exp-02_ck281_dev150.json
w07r02,exp-02,1,1,sft,150,0.5667,declared_official,False,/home/ben/task/eval/exp-02_ck562_dev150.json
w07r02,exp-03,1,1,decode-config,150,0.7267,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w07r02,exp-04,2,1,rft,150,0.7467,declared_official,False,/home/ben/task/eval/exp-04_final_dev150.json
w07r02,exp-04,2,1,rft,150,0.7333,declared_official,False,/home/ben/task/eval/exp-04_ck312_dev150.json
w07r02,exp-04,2,1,rft,1319,0.7293,declared_official,False,/home/ben/task/eval/exp-04_final_full1319.json
w07r02,exp-05,3,1,rft,1319,0.7468,declared_official,False,/home/ben/task/eval/exp-05_final_full1319.json
w07r02,FINAL,3,1,official_final,1319,0.7293404094010614,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008/metrics.json
w07r03,exp-01,0,0,other,150,0.04,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w07r03,exp-02,1,1,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w07r03,exp-02,1,1,sft,300,0.71,declared_official,False,/home/ben/task/analysis/exp-02_heldout300.json
w07r03,exp-03,2,2,sft,150,0.6867,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
w07r03,exp-03,2,2,sft,500,0.716,declared_official,False,/home/ben/task/eval/exp-03_dev500.json
w07r03,exp-03,2,2,sft,300,0.7367,declared_official,False,/home/ben/task/analysis/exp-03_heldout300.json
w07r03,exp-04,2,2,merge,500,0.702,declared_official,False,/home/ben/task/eval/exp-04_dev500.json
w07r03,exp-04,2,2,merge,300,0.7233,declared_official,False,/home/ben/task/analysis/exp-04_heldout300.json
w07r03,exp-05,3,3,sft,500,0.718,declared_official,False,/home/ben/task/eval/exp-05_dev500.json
w07r03,exp-05,3,3,sft,300,0.7333,declared_official,False,/home/ben/task/analysis/exp-05_heldout300.json
w07r03,exp-05,3,3,sft,800,0.7238,declared_official,False,/home/ben/task/analysis/pooled800_summary.json
w07r03,FINAL,3,3,official_final,1319,0.714177407126611,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009/metrics.json
w07r04,exp-01,0,0,other,150,0.0467,declared_official,False,/home/ben/task/eval/base_dev150.json
w07r04,exp-02,1,1,sft,150,0.66,declared_official,False,/home/ben/task/eval/exp-02_final.json
w07r04,exp-02,1,1,sft,150,0.66,declared_official,False,/home/ben/task/eval/exp-02_ckpt800.json
w07r04,exp-03,2,1,rft,150,0.7067,declared_official,False,/home/ben/task/eval/exp-03_final.json
w07r04,exp-04,3,2,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp-04_final.json
w07r04,exp-05,3,2,other,500,0.722,declared_official,False,/home/ben/task/eval/exp-05_exp04_dev500.json
w07r04,exp-05,3,2,other,500,0.704,declared_official,False,/home/ben/task/eval/exp-05_exp03_dev500.json
w07r04,exp-06,3,2,merge,500,0.726,declared_official,False,/home/ben/task/eval/exp-06_soup_dev500.json
w07r04,exp-07,3,2,other,150,0.76,declared_official,False,/home/ben/task/eval/final_model_default150.json
w07r04,FINAL,3,2,official_final,1319,0.6997725549658832,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/metrics.json
w08r01,exp-01,0,0,other,150,0.0467,declared_official,False,/home/ben/task/eval/base_dev150.json
w08r01,exp-02,1,1,sft,150,0.5733,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w08r01,exp-02,1,1,sft,300,0.5633,declared_official,False,/home/ben/task/analysis/exp-02_probe300.json
w08r01,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp-02-greedy_dev150.json
w08r01,exp-03,1,1,decode-config,300,0.7467,declared_official,False,/home/ben/task/analysis/exp-03_probe300.json
w08r01,exp-04,2,2,sft,150,0.7133,declared_official,False,/home/ben/task/eval/exp-04-greedy_dev150.json
w08r01,exp-04,2,2,sft,300,0.7767,declared_official,False,/home/ben/task/analysis/exp-04_final_probe300.json
w08r01,exp-05,2,2,other,500,0.75,declared_official,False,/home/ben/task/eval/exp-04-greedy_dev500.json
w08r01,exp-05,2,2,other,500,0.734,declared_official,False,/home/ben/task/eval/exp-02-greedy_dev500.json
w08r01,exp-06,2,2,merge,500,0.762,declared_official,False,/home/ben/task/eval/exp-06-soup_dev500.json
w08r01,exp-06,2,2,merge,300,0.7533,declared_official,False,/home/ben/task/analysis/exp-06_probe300.json
w08r01,exp-07,2,2,other,1319,0.7286,declared_official,False,/home/ben/task/eval/exp-06-soup_full.json
w08r01,exp-07,2,2,other,1319,0.7202,declared_official,False,/home/ben/task/eval/final_model_full.json
w08r01,FINAL,2,2,official_final,1319,0.7323730098559514,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/metrics.json
w08r02,exp-01,0,0,other,200,0.055,declared_official,False,/home/ben/task/eval/exp-01_base_n200.json
w08r02,exp-02,1,1,sft,200,0.7,declared_official,False,/home/ben/task/eval/exp-02_n200.json
w08r02,exp-03,2,1,rft,200,0.73,declared_official,False,/home/ben/task/eval/exp-03_n200.json
w08r02,exp-04,3,2,sft,200,0.74,declared_official,False,/home/ben/task/eval/exp-04_n200.json
w08r02,exp-05,3,2,other,1319,0.6778,declared_official,False,/home/ben/task/eval/exp-05_exp-02_full.json
w08r02,exp-05,3,2,other,1319,0.699,declared_official,False,/home/ben/task/eval/exp-05_exp-03_full.json
w08r02,exp-05,3,2,other,1319,0.6884,declared_official,False,/home/ben/task/eval/exp-05_exp-04_full.json
w08r02,exp-05,3,2,other,1319,0.6998,declared_official,False,/home/ben/task/eval/exp-05_soup34_full.json
w08r02,exp-06,3,2,merge,1319,0.7058,declared_official,False,/home/ben/task/eval/exp-06_soup234_full.json
w08r02,exp-06,3,2,merge,1319,0.7013,declared_official,False,/home/ben/task/eval/exp-06_soup37_full.json
w08r02,exp-06,3,2,merge,1319,0.6801,declared_official,False,/home/ben/task/eval/exp-06_exp04c1200_full.json
w08r02,exp-07,3,2,other,1319,0.70129,declared_official,False,/home/ben/task/eval/exp-07_soup234r2_full.json
w08r02,exp-07,3,2,other,1319,0.6975,declared_official,False,/home/ben/task/eval/exp-07_soup34r2_full.json
w08r02,exp-08,3,2,other,150,0.7133,declared_official,False,/home/ben/task/eval/exp-08_default.json
w08r02,FINAL,3,2,official_final,1319,0.6982562547384382,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/metrics.json
w08r03,exp-01,0,0,other,150,0.06,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w08r03,exp-02,1,1,sft,150,0.5533,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w08r03,exp-02,1,1,sft,150,0.5067,declared_official,False,/home/ben/task/eval/exp-02_ep1_dev150.json
w08r03,exp-03,1,1,decode-config,150,0.6533,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w08r03,exp-04,2,2,sft,150,0.6867,declared_official,False,/home/ben/task/eval/exp-04_final_greedy_dev150.json
w08r03,exp-04,2,2,sft,150,0.68,declared_official,False,/home/ben/task/eval/exp-04_s480_greedy_dev150.json
w08r03,exp-05,2,2,merge,150,0.66,declared_official,False,/home/ben/task/eval/exp-05_soup_greedy_dev150.json
w08r03,exp-06,2,2,other,1319,0.6399,declared_official,False,/home/ben/task/eval/exp-06_exp04_greedy_full.json
w08r03,exp-06,2,2,other,1319,0.6262,declared_official,False,/home/ben/task/eval/exp-06_ep1_greedy_full.json
w08r03,exp-07,3,2,rft,1319,0.649,declared_official,False,/home/ben/task/eval/exp-07_greedy_full.json
w08r03,FINAL,3,2,official_final,1319,0.6474601971190296,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r03_formal_r8/gsm8k_google_gemma-3-4b-pt_91022/metrics.json
w08r04,exp-01,0,0,other,150,0.0467,declared_official,False,/home/ben/task/eval/base_dev150.json
w08r04,exp-02,1,1,sft,150,0.7533,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w08r04,exp-03,1,1,decode-config,150,0.7533,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w08r04,exp-04,1,1,other,150,0.8,declared_official,False,/home/ben/task/eval/exp-04_ep1_dev150.json
w08r04,exp-05,2,2,sft,150,0.7733,declared_official,False,/home/ben/task/eval/exp-05_final_dev150.json
w08r04,exp-06,2,2,other,500,0.812,declared_official,False,/home/ben/task/eval/exp-06_exp05_dev500.json
w08r04,exp-07,2,2,other,1319,0.7938,declared_official,False,/home/ben/task/eval/exp-07_exp05_full1319.json
w08r04,exp-08,2,2,other,1319,0.7976,declared_official,False,/home/ben/task/eval/exp-08_final_model_full1319.json
w08r04,exp-09,2,2,merge,1319,0.7998,declared_official,False,/home/ben/task/eval/exp-09_soup_full1319.json
w08r04,exp-10,3,2,rft,1319,0.7733,declared_official,False,/home/ben/task/eval/exp-10_rft_full1319.json
w08r04,FINAL,3,2,official_final,1319,0.7937831690674754,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r04_formal_r8/gsm8k_google_gemma-3-4b-pt_91023/metrics.json
c10r01,exp-01,0,0,other,150,0.0533,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
c10r01,exp-02,1,1,sft,150,0.7333,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
c10r01,exp-03,1,1,decode-config,500,0.78,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev500.json
c10r01,exp-04,2,1,rft,500,0.81,declared_official,False,/home/ben/task/eval/exp-04_dev500.json
c10r01,exp-06,4,3,sft,500,0.82,declared_official,False,/home/ben/task/eval/exp-06_dev500.json
c10r01,exp-07,4,3,merge,500,0.832,declared_official,False,/home/ben/task/eval/exp-07_soup_dev500.json
c10r01,FINAL,4,3,official_final,1319,0.8150113722517058,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r01_formal_r10/gsm8k_google_gemma-3-4b-pt_90998/metrics.json
c10r02,exp-01,0,0,other,150,0.0467,declared_official,False,/home/ben/task/eval/base_dev150.json
c10r02,exp-02,1,1,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
c10r02,exp-03,1,1,decode-config,150,0.7267,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
c10r02,exp-04,2,1,rft,150,0.72,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
c10r02,exp-05,3,2,sft,150,0.7133,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
c10r02,exp-06,3,2,merge,150,0.7733,declared_official,False,/home/ben/task/eval/exp-06_dev150.json
c10r02,exp-07,3,2,other,150,0.7733,declared_official,False,/home/ben/task/eval/final_model_dev150.json
c10r02,exp-08,3,2,merge,150,0.76,declared_official,False,/home/ben/task/eval/exp-08_dev150.json
c10r02,FINAL,3,2,official_final,1319,0.7672479150871873,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r02_formal_r10/gsm8k_google_gemma-3-4b-pt_90999/metrics.json
c10r03,exp-01,0,0,other,150,0.06,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
c10r03,exp-02,1,1,sft,150,0.6867,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
c10r03,exp-02,1,1,sft,150,0.6067,declared_official,False,/home/ben/task/eval/exp-02_ep1_dev150.json
c10r03,exp-03,2,1,rft,150,0.6933,declared_official,False,/home/ben/task/eval/exp-03_final_dev150.json
c10r03,exp-04,2,1,merge,400,0.735,declared_official,False,/home/ben/task/eval/exp-04_soup23_dev400.json
c10r03,exp-05,2,1,merge,500,0.748,declared_official,False,/home/ben/task/analysis/exp-05_soup3_probe.json
c10r03,exp-05,2,1,merge,500,0.72,declared_official,False,/home/ben/task/analysis/exp-05_soup4_probe.json
c10r03,exp-06,2,1,merge,500,0.746,declared_official,False,/home/ben/task/analysis/exp-06_w30_probe.json
c10r03,exp-06,2,1,merge,500,0.736,declared_official,False,/home/ben/task/analysis/exp-06_w70_probe.json
c10r03,exp-07,2,1,other,1319,0.6755,declared_official,False,/home/ben/task/eval/exp-07_exp03_full1319.json
c10r03,FINAL,2,1,official_final,1319,0.7020470053070508,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r03_formal_r10/gsm8k_google_gemma-3-4b-pt_91000/metrics.json
c10r04,exp-01,0,0,other,150,0.0333,declared_official,False,/home/ben/task/eval/base_dev150.json
c10r04,exp-02,1,1,sft,150,0.7467,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
c10r04,exp-03,2,2,sft,150,0.68,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
c10r04,exp-04,2,2,merge,150,0.72,declared_official,False,/home/ben/task/eval/soup23_dev150.json
c10r04,exp-05,4,2,rft,150,0.7067,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
c10r04,exp-06,4,2,other,500,0.7,declared_official,False,/home/ben/task/eval/final_model_dev500.json
c10r04,exp-07,4,2,other,500,0.706,declared_official,False,/home/ben/task/eval/soup23_dev500.json
c10r04,FINAL,4,2,official_final,1319,0.6876421531463229,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ctl-x4-v2_c10r04_formal_r10/gsm8k_google_gemma-3-4b-pt_91001/metrics.json
w09r01,exp-01,0,0,other,150,0.04,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w09r01,exp-02,1,1,sft,150,0.6467,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w09r01,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
